Equipamento de armazenamento exclusivo para as vacinas,Notificações de Alterações de Temperatura em Equipamentos,Norma Municipal para Busca Ativa Vacinal,Sala de vacina climatizada,Sala de vacina dispõe de paredes e pisos laváveis e de fácil higienização,Controle pela ESF do acompanhamento das crianças de 0-1 ano de idade com vacinação em atraso,Equipes Completa nas UBS do Município,Como é registrada a data de abertura do frasco em vacinas multidose,Temperatura no painel do equipamento entre 2°C e 8°C,Documentos da designação formal do responsável técnico,Há controle de acesso por meio de chave ou senha à área das vacinas,Análise das Capacitações das Equipes de Vacinação,Registro/envio de Falta de Imunobiológicos e Insumos,Foi verificada a falta de quais vacinas listadas abaixo,A sala de vacina é utilizada exclusivamente para este fim,Fiscalização das Salas de Vacinas pelo Coordenador do PNI,Agentes da ESF realizaram busca ativa de crianças de 0-1 ano com vacinação em atraso em abril/2023,Atribuições dos Coordenadores do PNI em Regimento Interno,Marque quais dos itens abaixo estão FALTANDO na sala de vacina inspecionada,O equipamento de refrigeração está susceptível à luz solar direta,Tipos de equipamentos utilizados para estocagem das vacinas,Como é feito o registro da vacinação,Enfermeiro Substituto em Todas as UBS,Anotações diárias da temperatura em formulário próprio,Documentos da última supervisão realizada pela Gestão de saúde municipal nas salas de vacinação,Temperatura interna do equipamento está sendo monitorada por termômetro,Painel de exibição de temperatura funcional,Mnutenção dentro da data de validade,Registro de Perdas por Validade Expirada de Vacinas,Materiais perfurocortantes são descartados adequadamente,Mecanismo de proteção contra queda de energia,Quantitativo de crianças de 0-1 ano de idade com calendário vacinal em atraso em abril/2023,Turno Estendido nas Unidades Básicas de Saúde,A temperatura interna das caixas térmicas/isopor com vacinas está sendo monitorada continuamente,Quantitativo de crianças de 0-1 ano de idade cadastradas na UBS,Houve alteração anormal da temperatura do equipamento que armazena as vacinas,Equipamento mal conservado ou com problemas de funcionamento,Campanhas de Conscientização em Mídia pela UJ,Vacinação em Crianças de 0-6 Anos nas Escolas durante 2022/2023,Existem caixas térmicas/isopores sendo utilizadas para outras finalidades,Tomada elétrica é exclusiva do equipamento,Documentos da última manutenção nos equipamentos de refrigeração,Município,As seringas e agulhas estão em recipientes fechados e limpos,Calendário vacinal afixado em local visível,Cobertura Vacinal
1.0,1,0,1.0,0.2222222222222222,0.0,1,1.0,1.0,1.0,0.7777777777777778,0.5,0,0.3333333333333333,1.0,0,0.1111111111111111,0.5,0.0,0.8888888888888888,1.0,0.8333333333333334,0.0,0.6111111111111112,0.1111111111111111,1.0,1.0,0.0,0,1.0,1.0,0.1111111111111111,0.0,1.0,1.0,0.7777777777777778,1.0,0,0,1.0,1.0,0.1111111111111111,Canhotinho,1.0,0.0,0.802925
1.0,1,0,0.375,0.5,1.0,1,1.0,0.625,1.0,0.625,1.0,1,0.875,0.875,0,0.625,0.0,0.0,0.625,0.0,0.5,1.0,0.875,0.0,0.875,1.0,0.0,1,1.0,0.0,0.625,0.0,0.75,1.0,0.375,0.75,1,1,1.0,1.0,1.0,Terezinha,1.0,0.5,1.0977
1.0,0,0,0.3333333333333333,0.8888888888888888,1.0,1,1.0,1.0,1.0,0.8888888888888888,1.0,0,0.8888888888888888,1.0,1,1.0,1.0,0.2222222222222222,0.6666666666666666,0.0,1.0,0.5,0.9444444444444444,1.0,1.0,1.0,0.1111111111111111,0,1.0,0.0,0.1111111111111111,0.0,1.0,1.0,0.4444444444444444,1.0,1,1,1.0,0.8888888888888888,1.0,Santa Filomena,1.0,0.5555555555555556,1.105025
1.0,1,0,1.0,0.0,0.0,1,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0,0.0,0.5,0.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,Águas Belas,1.0,0.875,0.960575
1.0,1,0,1.0,0.7,1.0,0,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0,0.0,0.5,0.1,0.9,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.1,1,1.0,0.1,0.0,0.0,1.0,1.0,0.9,1.0,1,1,1.0,1.0,0.0,Verdejante,0.7,1.0,0.75515
1.0,0,0,0.8571428571428571,1.0,0.0,1,0.7142857142857143,1.0,1.0,0.8571428571428571,0.5,0,1.0,1.0,0,0.0,0.5,0.0,0.1428571428571428,0.0,0.5,0.0,0.9285714285714286,0.5,1.0,1.0,0.0,0,1.0,0.0,0.4285714285714285,0.0,1.0,1.0,1.0,0.7142857142857143,1,0,1.0,0.7142857142857143,0.0,Macaparana,0.1428571428571428,0.0,0.930825
1.0,1,0,0.8,0.6,0.0,1,1.0,0.6,0.0,1.0,0.5,0,1.0,0.8,0,0.0,0.5,0.8,0.6,0.0,0.5,0.0,0.9,0.0,1.0,1.0,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.4,0.8,1,0,1.0,0.6,0.0,Tabira,1.0,0.4,0.8344750000000001
1.0,1,0,1.0,0.4166666666666667,1.0,1,0.9166666666666666,1.0,0.0,1.0,0.0,0,1.0,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9583333333333334,0.0,1.0,1.0,0.0,0,1.0,0.0833333333333333,0.9166666666666666,0.0,1.0,1.0,0.5833333333333334,1.0,0,1,1.0,1.0,0.0,Lagoa Grande,1.0,0.0833333333333333,1.008725
1.0,1,0,1.0,1.0,1.0,1,1.0,1.0,0.9090909090909092,1.0,0.0,0,0.7272727272727273,1.0,0,1.0,0.0,0.0,0.8181818181818182,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.5,1.0,1.0,0.9090909090909092,0.8181818181818182,0,0,1.0,1.0,0.0,Moreno,1.0,0.7272727272727273,0.833475
1.0,1,0,0.8333333333333334,0.3333333333333333,0.0,1,1.0,1.0,1.0,0.8333333333333334,1.0,1,1.0,1.0,0,0.3333333333333333,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.1666666666666666,1,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.1666666666666666,1.0,1,1,1.0,1.0,1.0,Tamandaré,1.0,0.8333333333333334,0.616
1.0,1,0,1.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.5,1,0.0,1.0,0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,Cumaru,1.0,0.0,0.888725
1.0,1,0,1.0,0.4285714285714285,1.0,1,1.0,0.8571428571428571,0.0,0.8571428571428571,0.0,1,0.4285714285714285,1.0,0,0.0,0.0,0.1428571428571428,0.4285714285714285,0.8571428571428571,0.5714285714285714,0.0,0.7142857142857143,1.0,1.0,1.0,0.0,1,1.0,0.8571428571428571,0.5714285714285714,1.0,1.0,1.0,0.8571428571428571,1.0,1,0,1.0,1.0,1.0,Calumbi,0.8571428571428571,0.8571428571428571,1.6557749999999998
1.0,1,0,0.4444444444444444,0.5555555555555556,0.0,1,1.0,1.0,0.0,0.7777777777777778,0.5,0,0.4444444444444444,1.0,0,0.6666666666666666,0.0,0.1111111111111111,0.7777777777777778,0.0,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.0,1,1.0,0.0,0.6666666666666666,0.5,1.0,1.0,0.5555555555555556,1.0,1,1,1.0,1.0,0.0,Itapetim,0.7777777777777778,0.0,0.873625
1.0,1,0,0.3,1.0,0.1,1,1.0,0.6,1.0,1.0,1.0,1,1.0,1.0,0,0.0,1.0,0.4,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0.8,1.0,1,1,1.0,1.0,1.0,Brejinho,1.0,0.0,0.97305
1.0,1,0,0.875,0.625,1.0,1,1.0,1.0,1.0,0.625,0.0,0,1.0,1.0,0,1.0,0.0,0.625,0.75,0.0,0.9375,0.0,0.6875,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.75,0.875,1,1,1.0,1.0,1.0,Garanhuns,1.0,0.0,0.7910249999999999
1.0,1,0,0.75,0.4166666666666667,1.0,1,1.0,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.0,0,0.75,1.0,0,0.9166666666666666,0.0,0.0833333333333333,0.9166666666666666,0.0,1.0,0.0,0.5,0.25,1.0,1.0,0.0,0,1.0,0.0,1.0,0.0,0.4166666666666667,1.0,0.5,0.0833333333333333,1,1,1.0,1.0,0.0,Jurema,1.0,0.25,0.862375
1.0,1,0,1.0,0.6666666666666666,0.3333333333333333,1,1.0,1.0,1.0,1.0,1.0,1,0.6666666666666666,1.0,0,0.0,0.5,0.3333333333333333,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,1,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Manari,0.0,0.3333333333333333,0.861525
1.0,1,0,1.0,1.0,1.0,1,1.0,0.8333333333333334,1.0,1.0,0.5,0,1.0,1.0,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,1,1,1.0,1.0,0.0,Igarassu,1.0,1.0,0.711575
1.0,1,0,1.0,1.0,0.7,1,1.0,1.0,0.0,1.0,1.0,1,0.9,1.0,0,0.8,0.5,0.0,0.3,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0.4,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Itaíba,1.0,1.0,1.049225
1.0,1,0,0.8333333333333334,0.75,0.0,1,1.0,1.0,1.0,0.9166666666666666,1.0,1,1.0,1.0,0,0.6666666666666666,0.0,0.0,0.8333333333333334,0.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.5,0.3333333333333333,0.0,1.0,1.0,0.8333333333333334,0.75,1,1,1.0,1.0,1.0,Inajá,1.0,0.8333333333333334,0.902375
1.0,1,0,1.0,0.75,0.0,1,1.0,1.0,0.0,1.0,0.5,1,1.0,1.0,0,0.25,0.5,1.0,0.625,0.125,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,1.0,0.125,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0.0,Bezerros,1.0,0.75,0.634225
1.0,0,0,0.75,0.75,0.0,1,1.0,1.0,1.0,0.75,0.5,1,1.0,0.75,0,0.0,0.5,0.75,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,1,0,1.0,1.0,0.0,Vertente do Lério,1.0,1.0,0.870625
1.0,1,0,1.0,0.7142857142857143,0.0,1,1.0,1.0,0.1428571428571428,1.0,0.5,1,1.0,1.0,0,0.0,0.5,0.1428571428571428,0.8571428571428571,0.0,0.7857142857142857,0.0,0.9285714285714286,0.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.2857142857142857,0,1,1.0,0.8571428571428571,0.0,Palmeirina,1.0,0.8571428571428571,0.8648
1.0,1,0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.75,0,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.875,1.0,1.0,1.0,0.5,0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.75,Tupanatinga,1.0,0.75,1.17315
1.0,1,0,0.8,0.8,0.0,1,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0,0,0.0,0.5,0.0,0.8,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.2,1,1.0,0.4,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Trindade,1.0,0.0,0.887625
1.0,1,0,1.0,0.5,1.0,1,1.0,1.0,0.0,1.0,1.0,1,1.0,1.0,0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.0,Jataúba,1.0,0.5,0.662975
1.0,1,0,0.9285714285714286,0.3571428571428571,0.0,1,0.9285714285714286,0.8571428571428571,1.0,0.7857142857142857,0.5,1,0.9285714285714286,1.0,0,0.0,0.5,0.1428571428571428,0.9285714285714286,0.1428571428571428,0.5714285714285714,1.0,0.7857142857142857,0.7142857142857143,1.0,1.0,0.0714285714285714,1,1.0,0.1428571428571428,1.0,0.0,0.5,1.0,0.3571428571428571,0.5,1,1,1.0,1.0,0.0,Água Preta,0.5,0.6428571428571429,0.637325
1.0,1,1,0.8888888888888888,0.5555555555555556,1.0,1,1.0,0.8888888888888888,1.0,0.6666666666666666,0.5,1,1.0,0.8888888888888888,0,0.0,0.5,0.0,1.0,0.0,0.7222222222222222,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0.5555555555555556,0.8888888888888888,0,1,1.0,1.0,0.0,Tuparetama,0.4444444444444444,1.0,0.787325
1.0,0,0,0.25,0.6666666666666666,1.0,1,1.0,1.0,0.0,0.6666666666666666,0.5,0,1.0,1.0,0,1.0,0.0,0.5833333333333334,0.9166666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8333333333333334,1,1,1.0,1.0,1.0,Brejo da Madre de Deus,1.0,0.9166666666666666,0.8931999999999999
1.0,0,0,0.9666666666666668,0.8333333333333334,0.8666666666666667,0,1.0,0.9666666666666668,0.0,1.0,1.0,0,0.9333333333333332,0.9333333333333332,0,0.4666666666666667,0.0,0.0,0.8666666666666667,1.0,1.0,0.0,0.9833333333333332,1.0,1.0,1.0,0.8333333333333334,1,1.0,1.0,0.6333333333333333,0.0,1.0,1.0,0.8666666666666667,1.0,1,0,1.0,1.0,0.9666666666666668,Jaboatão dos Guararapes,0.9333333333333332,0.5333333333333333,0.4341
1.0,1,0,0.9523809523809524,0.7142857142857143,1.0,1,1.0,0.6190476190476191,0.0,0.8571428571428571,0.5,0,0.5238095238095238,1.0,0,0.0,0.5,0.0476190476190476,0.7142857142857143,0.0476190476190476,0.9523809523809524,1.0,0.7619047619047619,1.0,0.9523809523809524,1.0,0.0,0,1.0,0.0476190476190476,0.0476190476190476,0.0,0.9047619047619048,1.0,0.6190476190476191,0.1428571428571428,1,0,1.0,0.9523809523809524,0.0,Camaragibe,1.0,0.7619047619047619,0.3908
1.0,1,1,0.7777777777777778,1.0,1.0,0,1.0,0.8888888888888888,1.0,0.8888888888888888,1.0,1,0.7777777777777778,1.0,0,0.2222222222222222,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.0,1.0,0.0,1.0,1.0,0.8888888888888888,1.0,1,0,1.0,1.0,1.0,Petrolina,1.0,0.0,0.8169249999999999
1.0,1,0,0.9166666666666666,0.9166666666666666,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,1.0,0.5,0.0833333333333333,1.0,0.0833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.4166666666666667,1,1.0,0.0833333333333333,0.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1,1,1.0,1.0,1.0,Frei Miguelinho,1.0,1.0,1.36035
0.5,1,0,0.5,0.5,1.0,1,1.0,1.0,0.5,1.0,0.5,0,1.0,1.0,0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5,1,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.5,Riacho das Almas,1.0,0.0,0.7880750000000001
1.0,1,0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,0.5,1,1.0,1.0,0,0.0,0.5,0.2,1.0,0.4,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,1.0,0.4,1.0,0.0,1.0,1.0,0.2,0.8,1,1,1.0,0.8,0.0,Flores,1.0,1.0,1.0877249999999998
1.0,1,0,1.0,0.4444444444444444,0.0,0,1.0,1.0,1.0,0.7777777777777778,0.5,1,0.7777777777777778,0.7777777777777778,0,0.0,0.5,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.9444444444444444,0.0,1.0,0.6666666666666666,1.0,1.0,0.0,1,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.2222222222222222,1.0,1,1,1.0,1.0,0.0,Vicência,0.1111111111111111,0.2222222222222222,0.8856
1.0,1,0,0.1428571428571428,0.8571428571428571,0.0,1,1.0,0.7142857142857143,0.0,1.0,1.0,0,0.8571428571428571,1.0,0,0.0,0.0,0.8571428571428571,1.0,0.0,0.9285714285714286,0.0,1.0,0.0,1.0,1.0,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.4285714285714285,0.7142857142857143,1,0,1.0,1.0,1.0,Custódia,1.0,1.0,1.034425
1.0,1,0,1.0,0.8461538461538461,1.0,0,1.0,0.6923076923076923,1.0,0.7692307692307693,0.0,1,0.2307692307692307,1.0,0,0.5384615384615384,0.5,0.0,1.0,0.0,0.6923076923076923,1.0,0.7692307692307693,0.9230769230769232,1.0,1.0,0.0,1,1.0,0.0,0.4615384615384615,0.0,0.9230769230769232,1.0,0.3846153846153846,0.9230769230769232,0,1,1.0,0.9230769230769232,0.8461538461538461,Buenos Aires,1.0,1.0,0.849725
0.967741935483871,1,0,0.7096774193548387,0.5161290322580645,0.0,1,0.9032258064516128,0.9032258064516128,0.0,0.8064516129032258,0.5,0,0.8387096774193549,0.935483870967742,0,0.0,0.0,0.0,0.6129032258064516,0.5806451612903226,0.7419354838709677,1.0,0.6290322580645161,0.4193548387096774,1.0,1.0,0.0967741935483871,0,1.0,0.6129032258064516,1.0,0.0,0.8709677419354839,1.0,0.5806451612903226,0.7741935483870968,1,1,1.0,1.0,0.3548387096774194,Jaqueira,0.6129032258064516,0.3870967741935484,0.912775
1.0,1,0,0.8333333333333334,0.5,0.0,1,1.0,0.9166666666666666,0.0,0.75,0.5,0,0.9166666666666666,1.0,0,0.0833333333333333,0.0,0.0833333333333333,0.75,0.0,0.9166666666666666,1.0,0.6666666666666666,0.0,1.0,1.0,0.1666666666666666,0,1.0,0.1666666666666666,0.0,0.0,1.0,1.0,0.4166666666666667,0.75,1,1,1.0,1.0,0.0,Rio Formoso,0.25,0.1666666666666666,0.710125
1.0,1,0,0.9166666666666666,0.4166666666666667,1.0,1,1.0,0.75,1.0,0.75,1.0,1,0.9166666666666666,1.0,0,0.0,0.0,0.0833333333333333,1.0,0.3333333333333333,0.9166666666666666,1.0,0.9583333333333334,1.0,1.0,1.0,0.0,0,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1,1,1.0,1.0,0.3333333333333333,Quipapá,1.0,0.5833333333333334,0.80125
1.0,0,1,0.2727272727272727,0.2727272727272727,0.0,1,0.9090909090909092,0.8181818181818182,1.0,0.7272727272727273,1.0,0,0.7272727272727273,1.0,0,0.0,0.0,0.0909090909090909,1.0,0.0,0.7272727272727273,0.0,0.9545454545454546,1.0,1.0,1.0,0.0,1,1.0,0.0,0.9090909090909092,0.0,1.0,1.0,0.1818181818181818,0.1818181818181818,1,1,1.0,0.8181818181818182,0.0,Vitória de Santo Antão,0.5454545454545454,0.9090909090909092,0.69285
1.0,1,1,0.0,0.6666666666666666,1.0,1,1.0,0.8888888888888888,1.0,1.0,0.0,0,1.0,1.0,0,1.0,0.5,0.0,0.8888888888888888,0.2222222222222222,0.7777777777777778,0.0,1.0,0.4444444444444444,1.0,1.0,0.0,0,1.0,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,1.0,0.2222222222222222,1.0,1,1,1.0,1.0,0.0,Sairé,1.0,1.0,0.79925
1.0,1,0,1.0,1.0,0.125,1,1.0,1.0,0.0,1.0,0.5,0,0.875,1.0,0,0.25,0.5,0.0,1.0,0.25,1.0,0.0,1.0,0.125,1.0,1.0,0.25,0,1.0,0.25,0.25,0.0,1.0,1.0,0.75,1.0,0,1,1.0,0.875,0.25,Olinda,0.75,0.25,0.7500249999999999
1.0,1,0,0.9333333333333332,0.3333333333333333,1.0,1,1.0,1.0,0.0,0.9666666666666668,0.5,0,0.9,0.9666666666666668,0,0.0333333333333333,0.0,0.8666666666666667,0.5333333333333333,0.9333333333333332,0.9833333333333332,0.0,0.9666666666666668,0.1333333333333333,1.0,1.0,0.0666666666666666,0,1.0,1.0,0.1,1.0,0.9666666666666668,1.0,0.9666666666666668,1.0,1,1,1.0,1.0,0.0,Altinho,1.0,0.3,0.774625
1.0,0,0,1.0,1.0,1.0,1,0.9166666666666666,1.0,0.8333333333333334,1.0,0.0,0,1.0,1.0,0,1.0,0.5,0.0,0.75,0.0,1.0,0.5,1.0,0.9166666666666666,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Barreiros,1.0,0.75,0.8047
1.0,1,0,0.8,0.7,0.95,1,1.0,0.9,0.6,0.75,1.0,1,0.8,0.95,0,0.95,0.5,0.0,0.9,0.1,0.95,0.0,1.0,1.0,1.0,1.0,0.05,1,1.0,0.1,0.85,0.0,1.0,1.0,0.6,0.85,1,1,1.0,1.0,0.0,São José do Egito,0.7,0.35,1.05
1.0,1,0,1.0,0.8333333333333334,0.0,1,1.0,1.0,0.0,0.8333333333333334,0.5,0,1.0,1.0,0,0.1666666666666666,0.0,0.5,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.1666666666666666,0,1.0,0.6666666666666666,0.8333333333333334,0.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0.1666666666666666,São José da Coroa Grande,1.0,0.0,1.145775
1.0,1,0,0.8,1.0,0.0,1,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,1.0,1.0,1.0,0.6,1,1.0,1.0,1.0,0.0,1.0,1.0,0.8,1.0,1,1,1.0,1.0,0.8,Triunfo,1.0,1.0,0.9357
1.0,1,0,0.75,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,1.0,0.5,0.0,1.0,0.1666666666666666,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,1,1.0,0.25,0.1666666666666666,0.0,1.0,1.0,0.9166666666666666,1.0,1,1,1.0,1.0,0.9166666666666666,Bom Conselho,1.0,0.9166666666666666,1.4026999999999998
1.0,1,0,1.0,0.3333333333333333,0.0,0,1.0,1.0,0.0,0.7777777777777778,0.0,1,0.7777777777777778,1.0,0,0.0,0.5,0.1111111111111111,0.6666666666666666,0.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.8888888888888888,1,1,1.0,0.8888888888888888,0.0,Serrita,0.5555555555555556,0.4444444444444444,0.8987
1.0,1,0,1.0,1.0,1.0,0,1.0,1.0,0.1111111111111111,0.8888888888888888,0.5,1,1.0,1.0,0,0.0,0.5,0.6666666666666666,0.8888888888888888,0.7777777777777778,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,1,1.0,0.7777777777777778,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,Orobó,1.0,0.0,1.122575
1.0,1,1,0.875,0.625,1.0,1,1.0,1.0,1.0,1.0,1.0,1,0.625,1.0,0,1.0,0.5,0.0,0.75,0.625,1.0,1.0,1.0,1.0,1.0,1.0,0.625,1,1.0,0.625,0.0,0.0,1.0,1.0,1.0,0.75,1,1,1.0,1.0,0.625,Passira,0.875,0.875,0.8428
1.0,1,0,0.9333333333333332,0.5,0.9666666666666668,1,1.0,0.9333333333333332,1.0,0.9333333333333332,1.0,1,0.9,1.0,1,0.9666666666666668,1.0,0.2333333333333333,0.9333333333333332,0.3666666666666666,0.5833333333333334,0.0,1.0,1.0,1.0,1.0,0.1,1,1.0,0.3666666666666666,0.4,0.0,0.8666666666666667,1.0,0.5666666666666667,0.8,1,1,1.0,1.0,0.1666666666666666,Caruaru,0.9666666666666668,0.9,0.855525
1.0,1,0,1.0,0.75,0.0,1,1.0,0.8333333333333334,0.0,0.8333333333333334,0.5,1,1.0,1.0,0,0.0,0.5,0.75,0.8333333333333334,0.0833333333333333,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0.0833333333333333,1.0,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,1,0,1.0,1.0,0.0,Machados,0.9166666666666666,0.8333333333333334,1.02745
1.0,1,1,0.8888888888888888,0.7777777777777778,0.0,1,0.8888888888888888,1.0,0.0,1.0,0.0,0,0.6666666666666666,1.0,0,0.1111111111111111,0.5,0.2222222222222222,1.0,0.3333333333333333,0.9444444444444444,0.0,0.7777777777777778,0.0,1.0,1.0,0.2222222222222222,1,1.0,0.3333333333333333,0.5555555555555556,0.0,1.0,1.0,0.1111111111111111,1.0,1,1,1.0,1.0,0.3333333333333333,Afogados da Ingazeira,0.5555555555555556,0.0,0.8419500000000001
1.0,1,0,0.8,1.0,0.0,1,0.8,0.8,1.0,1.0,1.0,0,1.0,1.0,0,0.0,1.0,0.4,1.0,0.4,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0,1.0,0.8,1.0,1.0,1.0,1.0,0.8,0.8,0,0,1.0,1.0,0.0,Carnaíba,1.0,1.0,1.015275
1.0,1,0,1.0,0.5,1.0,1,0.0,1.0,0.0,1.0,0.5,1,1.0,1.0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1,1,1.0,1.0,1.0,Solidão,0.5,0.0,0.842775
1.0,1,0,1.0,0.2727272727272727,0.0,1,1.0,1.0,1.0,1.0,0.5,1,1.0,1.0,0,1.0,0.5,0.0,0.9090909090909092,0.0,1.0,1.0,0.9545454545454546,1.0,1.0,1.0,0.0,0,1.0,0.0,0.4545454545454545,1.0,1.0,1.0,0.9090909090909092,1.0,1,0,1.0,0.9090909090909092,0.0,Quixaba,1.0,0.0909090909090909,0.7500249999999999
1.0,0,0,0.875,0.5,0.0,1,1.0,0.625,0.0,1.0,0.5,0,0.75,1.0,0,0.0,0.5,0.0,0.125,0.125,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1,1.0,0.125,0.0,0.0,1.0,1.0,0.875,0.625,1,1,1.0,0.875,0.0,Surubim,1.0,0.125,0.9538
1.0,0,0,1.0,0.9,1.0,1,1.0,1.0,0.0,1.0,1.0,0,1.0,1.0,0,1.0,0.0,0.3,1.0,0.3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.9,0.3,0.1,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0.0,Vertentes,1.0,1.0,0.5533250000000001
1.0,0,0,0.7272727272727273,0.5454545454545454,0.1818181818181818,1,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0,0.8181818181818182,0.5,0.0,0.9090909090909092,0.0,1.0,1.0,1.0,0.5454545454545454,1.0,1.0,0.9090909090909092,1,1.0,0.0,0.0,0.0,0.3636363636363636,1.0,0.9090909090909092,0.8181818181818182,1,1,1.0,1.0,0.0,Santa Cruz da Baixa Verde,1.0,0.5454545454545454,1.01935
